,13-Jan-2026
The Nifty witnessed an intraday movement of about 296.5 points.The closing index was 0.22 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 101636.97
, Traded Quantity (in Lakhs), 48038.86
, Number of Trades, 29941951
, Total Market Capitalisation (Rs. Crores), 46576776.68

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,JAYBEE,SM,       102.25,                  2908175.00,28000
,JAYESH,SM,       155.35,                  3489850.00,22000
,JAYKAY,EQ,       176.34,                 17119560.81,96763
,JAYNECOIND,EQ,        85.75,                535693345.15,6211819
,JAYSREETEA,EQ,        84.70,                  1536768.46,18087
,JBCHEPHARM,EQ,      1868.80,                135831511.60,72776
,JBMA,EQ,       607.70,                506898737.80,832077
,JETFREIGHT,BE,        16.68,                   645138.76,39327
,JEYYAM,SM,        51.95,                  4285400.00,82000
,JFLLIFE,SM,        11.00,                   586200.00,54000
,JGCHEM,EQ,       333.10,                 51924037.30,154362
,JHS,EQ,        10.50,                  2589593.80,247981
,JINDALPHOT,EQ,      1431.30,                447912911.90,309940
,JINDALPOLY,EQ,       420.35,                403827335.00,894455
,JINDALSAW,EQ,       161.52,                104390824.80,644500
,JINDRILL,EQ,       520.90,                 69319268.20,132920
,JINDWORLD,EQ,        27.21,                 21968336.62,794349
,JISLDVREQS,EQ,        27.45,                   992535.27,36436
,JISLJALEQS,EQ,        38.52,                 68891532.08,1794567
,JITFINFRA,EQ,       271.00,                  6548447.70,24179
,JIWANRAM,SM,         5.50,                    66000.00,12000
,JKCEMENT,EQ,      5783.00,                562198075.00,98019
,JKIL,EQ,       553.00,                 37812775.50,68249
,JKIPL,EQ,        85.72,                  3492703.62,41180
,JKLAKSHMI,EQ,       761.05,                118029828.10,156312
,JKPAPER,EQ,       351.00,                 53819040.35,152820
,JKTYRE,EQ,       504.20,                228604641.65,452735
,JLHL,EQ,      1354.80,                 42618112.20,31956
,JMA,EQ,        75.01,                   331817.72,4390
,JMFINANCIL,EQ,       135.33,                321054318.79,2360889
,JNKINDIA,EQ,       221.93,                 16071742.37,71626
,JOCIL,EQ,       136.28,                   300478.31,2189
,JPOLYINVST,EQ,       942.80,                206016208.30,206771
,JPPOWER,EQ,        16.65,                406690301.72,24450731
,JSFB,EQ,       403.35,                 60033822.95,147599
,JSL,EQ,       784.40,               1419094450.55,1783303
,JSLL,EQ,       716.90,                102419968.90,144922
,JSWCEMENT,EQ,       122.34,                194060600.17,1586893
,JSWHL,EQ,     18045.00,                 50172905.00,2769
,JSWINFRA,EQ,       264.35,                306762161.55,1151218
,JTEKTINDIA,EQ,       147.74,                  7640456.91,51898
,JTLIND,EQ,        66.47,               3151704173.19,49042291
,JUBLCPL,EQ,      2190.10,                 18709392.40,8409
,JUBLFOOD,EQ,       528.00,                412165808.85,784250
,JUBLINGREA,EQ,       684.30,                 68154973.60,99229
,JUBLPHARMA,EQ,      1040.60,                126956741.20,121551
,JUNIORBEES,EQ,       737.06,                380572354.67,516660
,JUNIPER,EQ,       249.90,                 10865012.45,43774
,JUSTDIAL,EQ,       733.15,                140738724.65,191919
,JWL,EQ,       294.20,                668871796.20,2258780
,JYOTHYLAB,EQ,       260.40,                 49763871.25,191102
,JYOTICNC,EQ,       936.00,                164901568.80,176201
,JYOTIGLOBL,SM,        47.80,                 10812000.00,206000
,JYOTISTRUC,EQ,         8.77,                 69477246.80,7843935
,K2INFRA,SM,        68.65,                   496740.00,7200
,KABRAEXTRU,EQ,       204.58,                  2993881.56,14711
,KAJARIACER,EQ,       994.55,                175167664.75,176618
,KAKATCEM,EQ,       118.56,                   222481.03,1885
,KALAMANDIR,EQ,       122.45,                 59600403.13,486340
,KALANA,SM,        20.00,                   122600.00,6000
,KALPATARU,EQ,       358.70,                174936800.25,488705
,KALYANIFRG,EQ,       611.60,                   979889.35,1605
,KALYANKJIL,EQ,       495.45,               1213855261.30,2450514
,KAMATHOTEL,EQ,       230.02,                  1894987.04,8237
,KAMDHENU,EQ,        22.39,                 16755157.68,741510
,KAMOPAINTS,EQ,         6.48,                  7717651.98,1189968
,KANANIIND,EQ,         1.61,                   165079.55,101578
,KANDARP,SM,       141.05,                   282100.00,2000
,KANORICHEM,EQ,        70.22,                  1505907.50,21258
,KANPRPLA,EQ,       166.63,                   647080.07,3934
,KANSAINER,EQ,       232.26,                 30200725.27,129721
,KAPSTON,EQ,       312.80,                 10906566.05,34701
,KARMAENG,EQ,        47.58,                   209632.21,4486
,KARNIKA,ST,       120.00,                   476250.00,4000
,KARURVYSYA,EQ,       264.80,                249160362.65,941439
,KATARIA,SM,       106.40,                  3382920.00,31800
,KAUSHALYA,EQ,       872.05,                   188349.55,214
,KAVDEFENCE,EQ,        67.72,                 17422843.57,257179
,KAYA,EQ,       392.40,                  1558070.75,3977
,KAYNES,EQ,      3694.50,               4804926851.50,1302803
,KAYTEX,SM,        63.50,                   253760.00,4000
,KCEIL,SM,       132.85,                 16288875.00,127500
,KCK,ST,        24.95,                 10289125.00,425000
,KCP,EQ,       171.97,                  7891969.38,45907
,KCPSUGIND,EQ,        24.70,                  1235026.73,49639
,KDDL,EQ,      2322.40,                 18530176.90,8059
,KDL,SM,       170.75,                  1802572.50,10350
,KEC,EQ,       685.95,                239667488.95,348739
,KECL,EQ,        92.46,                 22529459.86,242926
,KEEPLEARN,EQ,         2.34,                   200348.80,87118
,KEI,EQ,      4310.80,               1514417189.20,353665
,KELLTONTEC,EQ,        16.79,                 39849935.63,2364443
,KEN,SM,        42.90,                   207840.00,4800
,KERNEX,EQ,      1110.80,                293327607.20,263993
,KESORAMIND,BE,         9.49,                 25644096.85,2657195
,KEYFINSERV,EQ,       290.60,                   526098.05,1818
,KFINTECH,EQ,      1054.80,               1116040011.30,1065146
,KHADIM,EQ,       173.11,                  6320266.26,36973
,KHAICHEM,EQ,        68.98,                  9130506.39,131321
,KHAITANLTD,EQ,        95.75,                   349827.80,3650
,KHANDSE,EQ,        19.67,                  3132654.28,156375
,KHFM,SM,        70.70,                   976655.00,13950
,KICL,EQ,      4752.60,                  3041700.20,641
,KILITCH,EQ,       341.45,                  1371884.85,3988
,KIMS,EQ,       622.85,                123941916.00,200017
,KINGFA,EQ,      4319.20,                  7318728.70,1696
,KIOCL,EQ,       362.00,                 62837562.10,171225
,KIRIINDUS,EQ,       536.25,               8256799863.50,15520812
,KIRLOSBROS,EQ,      1621.40,                 49998902.60,31041
,KIRLOSENG,EQ,      1150.70,                185867652.00,163316
,KIRLOSIND,EQ,      3069.10,                  5899597.10,1928
,KIRLPNU,EQ,      1051.10,                188485829.10,179777
,KITEX,EQ,       155.23,                315106518.74,1999514
,KKCL,EQ,       467.45,                  8794093.70,18724
,KKJEWELS,SM,        90.05,                  1279000.00,14000
,KLL,SM,        47.90,                   576760.00,12000
,KMEW,EQ,      1837.60,               1120627237.40,611984
,KMSUGAR,EQ,        27.22,                  1099106.31,40357
,KNAGRI,EQ,       189.99,                   406872.90,2152
,KNRCON,EQ,       141.90,                123666383.66,864558
,KODYTECH,SM,       860.40,                  6461455.00,7400
,KOHINOOR,EQ,        25.10,                  2377937.06,94846
,KOKUYOCMLN,EQ,        86.97,                  1513062.99,17289
,KOLTEPATIL,EQ,       371.15,                  9433337.10,25443
,KONSTELEC,SM,        46.85,                    93700.00,2000
,KONTOR,SM,        67.00,                   356580.00,5400
,KOPRAN,EQ,       147.71,                 14220830.16,95852
,KORE,ST,       149.25,                  1080425.00,7250
,KOTARISUG,EQ,        26.30,                   627361.31,23532
,KOTHARIPET,EQ,       119.31,                  4071849.77,34130
,KOTHARIPRO,EQ,        68.80,                   738116.53,10683
,KOTYARK,SM,       212.00,                   682560.00,3200
,KPEL,EQ,       318.40,                194466338.80,597327
,KPIGREEN,EQ,       448.05,               1377442717.40,3029232
,KPIL,EQ,      1127.70,                 60346627.60,53526
,KPITTECH,EQ,      1173.60,                312539932.50,266815
,KPRMILL,EQ,       854.35,                286176437.95,337169
,KRBL,EQ,       362.15,                311070505.20,865040
,KREBSBIO,EQ,        63.15,                   112771.93,1784
,KRIDHANINF,EQ,         3.90,                  1041835.64,264723
,KRISHANA,EQ,       499.00,                 98478801.15,195644
,KRISHCA,SM,       193.65,                  1505475.00,7500
,KRISHIVAL,EQ,       345.20,                  4553919.20,13013
,KRISHNADEF,EQ,       916.05,                134851116.60,146675
,KRITI,EQ,        82.51,                   919570.85,11033
,KRITIKA,EQ,         7.07,                   747917.82,104910
,KRITINUT,EQ,        72.98,                  2730463.84,36574
,KRN,EQ,       711.55,                 77889845.70,110059
,KRONOX,EQ,       131.51,                  2618838.52,19928
,KROSS,EQ,       198.70,                 77005122.04,382610
,KRSNAA,EQ,       724.85,                 71391499.70,98175
,KRT,RR,       126.15,                 56912371.60,453148
,KRYSTAL,EQ,       614.10,                229988312.40,371039
,KSB,EQ,       733.90,                 34538319.85,46731
,KSCL,EQ,       897.20,                 67544553.00,74843
,KSHINTL,EQ,       331.90,                126377321.65,374053
,KSHITIJPOL,EQ,         2.40,                   434566.77,180148
,KSL,EQ,       696.85,                 13167318.30,18899
,KSOLVES,EQ,       280.85,                  7260927.75,25770
,KSR,BE,        23.60,                  1711645.47,72079
,KTKBANK,EQ,       186.40,                310263405.66,1660815
,KUANTUM,EQ,        92.12,                  2063481.80,22341
,LAGNAM,EQ,        70.29,                   305511.73,4370
,LAKSHYA,SM,       119.00,                   284800.00,2400
,LAL,EQ,         7.79,                   959796.96,123324
,LALPATHLAB,EQ,      1421.00,                894272826.50,639672
,LAMBODHARA,EQ,       112.39,                   559345.04,4961
,LANCORHOL,BE,        23.76,                   285852.43,12076
,LANDMARK,EQ,       455.05,                 44595252.90,99558
,LAOPALA,EQ,       200.40,                  9125449.53,45579
,LASA,EQ,         9.87,                  1010931.05,101105
,LATENTVIEW,EQ,       439.45,                 63986031.80,145552
,LATTEYS,BE,        23.97,                   339343.29,14157
,LAURUSLABS,EQ,      1058.30,               1640776272.60,1574593
,LAXMICOT,EQ,        15.85,                    90329.25,5647
,LAXMIDENTL,EQ,       243.95,                  9735048.20,39558
,LAXMIINDIA,EQ,       107.93,                 46554056.44,418281
,LCCINFOTEC,BE,         5.40,                   149278.46,27534
,LEMERITE,EQ,       461.25,                 23985403.25,51363
,LEMONTREE,EQ,       151.50,                784367556.88,5138155
,LENSKART,EQ,       446.95,                416695065.05,924201
,LEXUS,EQ,        26.00,                   173316.20,6645
,LFIC,EQ,       153.99,                    60767.34,394
,LGBBROSLTD,EQ,      1928.10,                151729181.40,78751
,LGEINDIA,EQ,      1398.90,                817292500.30,580145
,LGHL,EQ,       292.05,                 39369911.75,134163
,LIBAS,EQ,        10.58,                   124689.11,11589
,LIBERTSHOE,EQ,       241.80,                  8701007.10,35584
,LICHSGFIN,EQ,       521.05,                705765906.60,1358409
,LICMFGOLD,EQ,     12715.75,                 58299363.75,4600
,LICNETFGSC,EQ,        28.74,                  1188169.84,41312
,LICNETFN50,EQ,       286.50,                   116751.01,407
,LICNETFSEN,EQ,       940.29,                   118608.76,126
,LICNFNHGP,EQ,       285.91,                   247887.13,864
,LICNMID100,EQ,        59.65,                   417530.88,7007
,LIKHITHA,EQ,       170.95,                  9959431.37,58139
,LINC,EQ,       112.55,                  3525497.61,30881
,LINCOLN,EQ,       478.75,                 14077024.90,29328
,LINDEINDIA,EQ,      6083.00,                182078960.00,29655
,LIQGRWBEES,EQ,      1023.82,                 41083248.34,40127
,LIQUID,EQ,       999.99,                 84144694.52,84145
,LIQUID1,EQ,      1086.70,                436171947.78,401371
,LIQUIDADD,EQ,      1108.85,                572813147.72,516584
,LIQUIDBEES,EQ,      1000.00,               3393639705.19,3393622
,LIQUIDBETF,EQ,      1064.92,                230823578.88,216752
,LIQUIDCASE,EQ,       112.28,               2064104801.51,18383145
,LIQUIDETF,EQ,      1000.00,                 81004938.17,81005
,LIQUIDIETF,EQ,       999.99,                280506693.72,280507
,LIQUIDPLUS,EQ,      1068.20,                389910471.88,365013
,LIQUIDSBI,EQ,       999.99,                  8200928.13,8201
,LIQUIDSHRI,EQ,      1087.72,                  7847845.17,7215
,LLOYDPP,E1,        37.91,                100755499.16,2620581
,LLOYDS,SM,        69.60,                   896800.00,13000
,LLOYDSENGG,EQ,        51.08,                130947629.86,2535690
,LLOYDSENPP,E1,        33.07,                105526243.72,3192838
,LLOYDSENT,EQ,        59.83,                332004986.06,5526717
,LLOYDSME,EQ,      1235.70,                287518439.10,231342
,LMW,EQ,     14085.00,                 56403703.00,3989
,LOKESHMACH,EQ,       180.32,                 16018968.26,88204
,LORDSCHLO,EQ,       155.63,                  1344293.48,8593
,LOTUSDEV,EQ,       151.83,                116050095.07,757635
,LOTUSEYE,EQ,       107.93,                  7108307.81,63701
,LOVABLE,EQ,        75.78,                   251273.24,3298
,LOWVOL,EQ,       214.70,                   344108.73,1598
,LOWVOL1,EQ,        22.00,                  6263717.49,285952
,LOWVOLIETF,EQ,        23.14,                 49952664.59,2166737
,LOYALTEX,EQ,       207.87,                   232717.35,1150
,LPDC,EQ,         7.02,                   120796.18,17278
,LRRPL,SM,        69.00,                   103500.00,1500
,LTF,EQ,       288.65,               2475507034.95,8485545
,LTFOODS,EQ,       374.10,                420352458.60,1147341
,LTGILTBEES,EQ,        29.17,                 54339305.05,1860196
,LTGILTCASE,EQ,        29.74,                  3942294.54,132337
,LTTS,EQ,      4317.70,                124229943.80,28800
,LUMAXIND,EQ,      5472.50,                 69632785.00,12573
,LUMAXTECH,EQ,      1498.70,                259902005.40,173490
,LUPIN,EQ,      2179.00,               1939752373.20,892652
,LUXIND,EQ,       975.80,                 86430698.20,88035
,LXCHEM,EQ,       151.39,                 48379656.03,320397
,LYKALABS,EQ,        76.63,                   404602.43,5202
,LYPSAGEMS,EQ,         4.87,                   419505.56,85720
,M&MFIN,EQ,       362.80,                831821801.95,2315156
,MAANALU,BE,       149.42,                 12292624.69,84509
,MACOBSTECH,SM,       210.10,                  2511120.00,12000
,MACPOWER,EQ,       953.80,                  5250056.00,5467
,MADHAV,EQ,        40.39,                   205721.17,5151
,MADHAVBAUG,SM,       252.30,                   502500.00,2000
,MADHUCON,EQ,         5.89,                   103238.06,17460
,MADHUSUDAN,SM,       129.50,                   387000.00,3000
,MADRASFERT,EQ,        79.38,                 10631576.40,132553
,MAFANG,EQ,       168.19,                 39189951.90,233010
,MAGADSUGAR,EQ,       449.65,                  1775377.95,3919
,MAGNUM,EQ,        21.83,                   633180.39,28751
,MAGSON,SM,       127.00,                   127000.00,1000
,MAHABANK,EQ,        65.05,               3307647495.17,51117690
,MAHAPEXLTD,EQ,        97.43,                   873492.25,8975
,MAHASTEEL,BE,       851.70,                  1317579.90,1547
,MAHEPC,EQ,       131.32,                  2237152.51,17131
,MAHESHWARI,EQ,        43.84,                  1488235.81,33722
,MAHICKRA,SM,       154.00,                  2188725.00,14250
,MAHKTECH,EQ,        26.41,                  6283784.12,237932
,MAHLIFE,EQ,       367.60,                 30298683.85,82431
,MAHLOG,EQ,       303.50,                 19472452.15,63842
,MAHSCOOTER,EQ,     13802.00,                681576295.00,50182
,MAHSEAMLES,EQ,       521.15,                 32750314.75,62519
,MAITHANALL,EQ,      1063.50,               1311179012.50,1234947
,MAITREYA,SM,       217.90,                   799920.00,3600
,MAKEINDIA,EQ,       154.39,                 20611014.26,133700
,MAKS,SM,        29.50,                    44250.00,1500
,MAL,SM,        50.35,                  1125760.00,22400
,MALLCOM,EQ,      1115.00,                  1694459.80,1515
,MALUPAPER,EQ,        33.74,                   258030.28,7573
,MAMATA,EQ,       403.80,                 35034908.00,86999
,MANAKALUCO,EQ,        45.08,                226249625.81,4972328
,MANAKCOAT,EQ,       128.45,                 10772557.09,83582
,MANAKSIA,EQ,        65.29,                  4083325.99,61882
,MANAKSTEEL,EQ,        61.91,                  1210525.23,19441
,MANALIPETC,EQ,        58.76,                  5237319.17,89447
,MANAPPURAM,EQ,       308.05,               3786224180.85,12463499
,MANBA,EQ,       137.27,                  7297523.73,54042
,MANCREDIT,EQ,       159.38,                  4871205.41,30279
,MANGALAM,BE,        42.64,                 15617036.93,371267
,MANGLMCEM,EQ,       742.95,                 30915945.80,41698
,MANINDS,EQ,       343.10,                112986613.50,325220
,MANINFRA,EQ,       118.60,                 27543148.21,231539
,MANKIND,EQ,      2213.90,                576555342.20,261324
,MANOMAY,BE,       218.31,                  1414877.25,6538
,MANORAMA,EQ,      1322.80,                 53210789.60,40333
,MANORG,EQ,       498.55,                  1947595.80,3854
,MANUFGBEES,EQ,       152.72,                   555419.47,3647
,MANUGRAPH,EQ,        15.57,                   174707.65,11290
,MANYAVAR,EQ,       540.95,                 44526151.95,82511
,MAPMYINDIA,EQ,      1562.80,                289100589.80,185632
,MARALOVER,EQ,        41.66,                   175398.26,4211
,MARATHON,EQ,       499.55,                 12006916.50,24049
,MARC,SM,        42.75,                  7101180.00,168000
,MARCO,SM,        36.05,                   213525.00,6000
,MARICO,EQ,       756.05,               1054734336.35,1397021
,MARINE,EQ,       195.87,                 37054401.68,187258
,MARINETRAN,ST,        19.00,                    76000.00,4000
,MARKOLINES,EQ,       144.34,                 17609482.11,121636
,MARKSANS,EQ,       173.55,                 75570840.76,438132
,MASFIN,EQ,       312.30,                 27704962.90,88608
,MASKINVEST,BE,       137.01,                     3973.04,29
,MASON,SM,       188.40,                   379200.00,2000
,MASPTOP50,EQ,        72.26,                  3830213.56,53006
,MASTEK,EQ,      2034.80,                538125100.40,265367
,MASTER,SM,       320.00,                   620575.00,2000
,MASTERTR,EQ,       107.91,                  9736009.73,89054
,MATRIMONY,EQ,       549.40,                  7659526.10,13993
,MAWANASUG,EQ,        82.40,                  4500214.94,54258
,MAXESTATES,EQ,       422.65,                 47755076.80,113125
,MAXIND,EQ,       170.54,                  2976110.08,17379
,MAXPOSURE,SM,        40.00,                   200700.00,5000
,MAXVOLT,ST,       469.85,                 14472320.00,31200
,MAYASHEEL,ST,        61.00,                   183000.00,3000
,MAYURUNIQ,EQ,       486.75,                 18639005.20,38163
,MAZDA,EQ,       207.21,                  1918472.06,9248
,MBAPL,EQ,       394.65,                 48380559.35,121727
,MBEL,EQ,       348.85,                 29626372.95,84659
,MBLINFRA,EQ,        27.83,                  2232846.77,78189
,MCL,BE,        73.05,                 47281935.80,657422
,MCLEODRUSS,EQ,        45.79,                 14939225.22,329444
,MCLOUD,EQ,        23.91,                 60221913.34,2523752
,MCON,ST,        59.75,                   665600.00,11000
,MCX,EQ,      2293.00,               6416903327.00,2810584
,MEDANTA,EQ,      1168.30,                110676508.70,93864
,MEDIASSIST,EQ,       444.10,                 26689799.45,60433
,MEDICAMEQ,EQ,       393.25,                  9567351.20,23999
,MEDICO,EQ,        47.39,                  3536731.52,75110
,MEDIORG,SM,        25.00,                   249300.00,10000
,MEDPLUS,EQ,       843.35,                 83507698.45,98396
,MEESHO,EQ,       164.77,               1093851802.88,6634060
,MEGASOFT,BE,       189.34,                 15644712.18,82436
,MEGASTAR,BE,       229.26,                    47586.86,209
,MEGATHERM,SM,       204.25,                  2462660.00,12000
,MEIL,EQ,       357.15,                  5612505.85,15830
,MENONBE,EQ,       126.83,                  8460860.01,66785
,MEP,BZ,         1.67,                   151505.15,90843
,METAL,EQ,        11.41,                 59608178.79,5219928
,METALIETF,EQ,        11.41,                239058684.81,20937935
,METROBRAND,EQ,      1088.00,                 24111082.60,22188
,METROPOLIS,EQ,      1906.80,                115485725.50,61366
,MFML,EQ,        23.54,                   189800.33,8055
,MFSL,EQ,      1646.10,               1464371067.20,888298
,MGEL,EQ,        13.03,                 27593608.74,2127987
,MGL,EQ,      1064.00,                349044885.30,326525
,MHHL,SM,        38.40,                   227550.00,6000
,MHLXMIRU,EQ,       194.94,                   370174.38,1883
,MHRIL,EQ,       302.45,                 40284555.15,133333
,MICEL,EQ,        39.08,                 36477707.44,923570
,MICROPRO,SM,        21.00,                   129600.00,6400
,MID150,EQ,        22.17,                  1442787.36,65000
,MID150BEES,EQ,       225.89,                108135375.76,478845
,MID150CASE,EQ,        10.94,                 17748553.89,1620595
,MIDCAP,EQ,       173.24,                 10396764.00,59917
,MIDCAPADD,EQ,        21.96,                   274275.39,12521
,MIDCAPBETA,EQ,       220.75,                   429628.28,1951
,MIDCAPETF,EQ,        22.30,                 34359352.13,1539994
,MIDCAPIETF,EQ,        22.63,                 26212758.93,1160822
,MIDHANI,EQ,       341.40,                239617327.30,696834
,MIDQ50ADD,EQ,       243.62,                  1864738.12,7691
,MIDSELIETF,EQ,        18.12,                  5349540.52,295441
,MIDSMALL,EQ,        46.98,                 11928871.39,254185
,MIDWESTLTD,EQ,      1550.20,                179683311.50,114868
,MIEL,SM,        17.00,                   237900.00,14000
,MILTON,SM,        36.55,                   321640.00,8800
,MINDACORP,EQ,       575.00,                 61874371.85,107175
,MINDSPACE,RR,       474.53,                143881142.88,300480
,MINDTECK,EQ,       224.32,                104899704.47,460548
,MIRCELECTR,EQ,        31.17,                 44119573.68,1409235
,MIRZAINT,EQ,        35.23,                  7103104.42,203749
,MITCON,EQ,        63.00,                   145600.98,2301
,MITTAL,EQ,         1.03,                   164706.68,160054
,MKPL,EQ,         5.95,                   775645.34,131599
,MMEL,SM,        47.20,                    94400.00,2000
,MMFL,EQ,       420.15,                 53255010.85,127872
,MMP,EQ,       251.05,                  2279782.30,9068
,MMTC,EQ,        63.55,                172900807.26,2705091
,MNC,EQ,        31.06,                  1978929.84,63604
,MOALPHA50,EQ,        49.31,                   139896.31,2851
,MOBIKWIK,EQ,       234.10,                130525479.85,558176
,MOCAPITAL,EQ,        46.70,                 17214390.72,368858
,MODEFENCE,EQ,        85.85,                306655594.49,3554502
,MODINATUR,EQ,       353.15,                  1439732.35,4060
,MODIRUBBER,EQ,       120.23,                  1527831.29,12615
,MODIS,EQ,       330.05,                   919014.25,2806
,MODISONLTD,EQ,       154.04,                  4103327.33,26649
,MODTHREAD,EQ,        43.71,                   155197.80,3548
,MOENERGY,EQ,        34.46,                  1672411.83,48443
,MOGOLD,EQ,       139.20,                179718567.90,1290886
,MOGSEC,EQ,        62.98,                 16488489.50,262119
,MOHEALTH,EQ,        43.91,                  2489025.30,56876
,MOHITIND,EQ,        27.45,                  1196504.73,42263
,MOIL,EQ,       340.25,                386031118.65,1123423
,MOINFRA,EQ,        58.09,                   205668.59,3548
,MOIPO,EQ,        44.64,                    48452.43,1086
,MOKSH,EQ,        14.76,                  1999432.39,134838
,MOL,EQ,        61.18,                 23630320.37,384883
,MOLDTECH,EQ,       137.61,                  2040084.46,14775
,MOLDTKPAC,EQ,       579.05,                 14048645.70,24207
,MOLOWVOL,EQ,        38.86,                   108377.09,2785
,MOM100,EQ,        64.19,                 35154751.64,548788
,MOM30IETF,EQ,        31.51,                 20230472.84,642352
,MOM50,EQ,       266.97,                   911793.89,3413
,MOMENTUM,EQ,        31.34,                  1450088.44,46364
,MOMENTUM30,EQ,        30.87,                   501969.83,16216
,MOMENTUM50,EQ,        51.36,                 14895436.94,290076
,MOMGF,EQ,       151.16,                    26026.36,172
,MOMIDMTM,EQ,        61.65,                  2126780.73,34553
,MOMNC,EQ,        30.26,                    78672.07,2605
,MOMOMENTUM,EQ,        62.51,                  1494012.84,23897
,MON100,EQ,       234.79,                173726256.95,738168
,MON50EQUAL,EQ,        33.40,                   105961.08,3179
,MONARCH,EQ,       299.15,                 17848583.60,59686
,MONEXT50,EQ,        68.11,                   102230.63,1505
,MONEYBOXX,EQ,        59.10,                  4516601.10,75787
,MONIFTY100,EQ,        26.31,                   120684.58,4589
,MONIFTY500,EQ,        23.94,                 14190711.61,593574
,MONOLITH,SM,       473.30,                  2489162.50,5250
,MONOPHARMA,SM,        12.55,                   150700.00,12000
,MONQ50,EQ,       100.41,                  8904134.25,88646
,MONTECARLO,EQ,       607.25,                  9823923.20,16121
,MOPSE,EQ,        99.99,                   128997.01,1302
,MOQUALITY,EQ,       197.15,                   201777.40,1025
,MOREALTY,EQ,        85.78,                 72594138.91,847738
,MOREPENLAB,EQ,        38.42,                 42780647.44,1108376
,MOS,SM,        22.50,                  6150200.00,276000
,MOSCHIP,EQ,       193.49,                153268692.22,787611
,MOSERVICE,EQ,        33.49,                   121481.82,3627
,MOSILVER,EQ,       257.27,                153409565.35,597013
,MOSMALL250,EQ,        16.29,                 28068149.16,1729710
,MOTILALOFS,EQ,       837.25,               1617823956.05,1955479
,MOTISONS,EQ,        13.13,                 17567020.54,1332204
,MOTOGENFIN,EQ,        23.03,                   126529.17,5464
,MOTOUR,EQ,        80.60,                  1920970.99,23789
,MOVALUE,EQ,       116.64,                 35145296.92,302668
,MOXSH,ST,        82.95,                  3982720.00,48000
,MPEL,SM,        76.00,                   243200.00,3200
,MPHASIS,EQ,      2873.70,                896572454.80,314103
,MPSLTD,EQ,      1913.10,                 47892173.40,25109
,MRF,EQ,    147710.00,                535005015.00,3618
,MRIL,SM,        60.00,                   481920.00,8000
,MRPL,EQ,       145.18,               1620837016.11,11169983
,MSCIADD,EQ,        30.37,                   202723.38,6680
,MSCIINDIA,EQ,        30.63,                  1025692.71,33563
,MSPL,EQ,        33.58,                 34851096.80,1042949
,MSTCLTD,EQ,       475.60,                 62065664.70,129774
,MSUMI,EQ,        45.72,                261697504.86,5688351
,MTARTECH,EQ,      2634.40,                937364856.20,355082
,MTEDUCARE,BE,         1.57,                     8085.12,5107
,MTNL,EQ,        33.56,                 24656715.57,729165
,MUFIN,EQ,       118.55,                100286112.19,849609
,MUFTI,EQ,        94.59,                  4117068.44,43346
,MUKANDLTD,EQ,       126.78,                  5113378.79,40301
,MUKKA,EQ,        22.20,                  6272713.75,281262
,MUKTAARTS,EQ,        64.55,                   257280.51,3878
,MULTICAP,EQ,        16.26,                  1711326.67,105230
,MUNISH,SM,        98.00,                  5220300.00,54000
,MUNJALAU,EQ,        74.20,                  5387075.32,72411
,MUNJALSHOW,EQ,       120.13,                  1067961.62,8881
,MURUDCERA,EQ,        33.29,                   571501.09,17153
,MUTHOOTCAP,EQ,       275.10,                  2241535.95,8108
,MUTHOOTFIN,EQ,      3926.30,               1309009977.40,333979
,MUTHOOTMF,EQ,       183.34,                 14375826.21,78185
,MVGJL,EQ,       176.90,                  6590705.80,37259
,MVKAGRO,SM,       680.45,                 13629915.00,20100
,MWL,EQ,       277.90,                 14816911.55,53440
,MYMUDRA,SM,        85.00,                  1734000.00,20400
,NACLIND,EQ,       175.77,                 12956091.72,74654
,NAGAFERT,EQ,         4.69,                  2130639.07,450700
,NAGREEKCAP,BE,        27.30,                   210218.34,7678
,NAGREEKEXP,EQ,        25.43,                   411327.17,16371
,NAHARCAP,EQ,       240.80,                   195048.70,804
,NAHARINDUS,EQ,       101.51,                   955027.82,9247
,NAHARPOLY,EQ,       230.69,                  1414502.86,6142
,NAHARSPING,EQ,       183.35,                  2097694.07,11326
,NAM-INDIA,EQ,       891.95,                349058510.70,397780
,NAMAN,SM,        67.70,                    54160.00,800
,NAMOEWASTE,SM,       182.50,                  5002800.00,27200
,NARMADA,EQ,        27.15,                  8337879.07,309462
,NATCAPSUQ,EQ,       181.52,                   583324.66,3200
,NATCOPHARM,EQ,       871.80,                433667448.55,497265
,NATHBIOGEN,EQ,       146.82,                  3493912.45,23483
,NATIONALUM,EQ,       357.40,               6354488323.10,17824247
,NAVA,EQ,       561.85,                 92114906.40,163096
,NAVINFLUOR,EQ,      5988.00,               1025707262.00,172579
,NAVKARCORP,EQ,       110.44,               1001617321.10,9133533
,NAVKARURB,BE,         1.54,                   367892.14,238891
,NAVNETEDUL,EQ,       144.31,                 12199424.05,84290
,NAZARA,EQ,       264.15,                421624884.65,1592108
,NBCC,EQ,       105.31,               1583498497.52,14960981
,NBIFIN,EQ,      2161.20,                  1006189.80,464
