,13-Jan-2026
The Nifty witnessed an intraday movement of about 296.5 points.The closing index was 0.22 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 101636.97
, Traded Quantity (in Lakhs), 48038.86
, Number of Trades, 29941951
, Total Market Capitalisation (Rs. Crores), 46576776.68

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,THESL,SM,        26.25,                   151200.00,6000
,THOMASCOOK,EQ,       138.47,                 96012591.71,695093
,THOMASCOTT,EQ,       330.65,                  3587429.90,10898
,THYROCARE,EQ,       468.65,                173993806.15,377631
,TI,EQ,       429.20,                179249154.20,414026
,TICL,BE,        24.00,                   465653.55,19319
,TIGERLOGS,EQ,        33.26,                  1105219.66,33209
,TIIL,EQ,      2081.40,                 15165047.00,7271
,TIINDIA,EQ,      2387.30,                685582700.00,286637
,TIJARIA,EQ,         4.04,                   110508.34,27035
,TIL,EQ,       254.00,                  1467263.95,5729
,TIMETECHNO,EQ,       180.29,                394638986.95,2207552
,TIMKEN,EQ,      3040.00,                 47854081.80,15841
,TINNARUBR,EQ,       702.25,                  9790490.75,13905
,TIPSFILMS,EQ,       406.80,                   919933.55,2259
,TIPSMUSIC,EQ,       508.60,                 47993190.30,93554
,TIRUMALCHM,EQ,       214.37,                 46995612.98,219702
,TIRUPATI,ST,       660.25,                   165093.75,250
,TIRUPATIFL,EQ,        35.61,                 31619320.46,897055
,TITAGARH,EQ,       792.05,                489631002.75,613942
,TMB,EQ,       566.65,                 98576129.00,173623
,TMCV,EQ,       424.15,               3049786556.45,7174148
,TNIDETF,EQ,        97.16,                  5075091.08,52340
,TNPETRO,EQ,        98.69,                  9412308.73,94704
,TNPL,EQ,       140.39,                  3346446.25,23924
,TNTELE,EQ,         9.55,                   109885.10,11540
,TOKYOPLAST,EQ,       106.02,                   228299.65,2172
,TOLINS,EQ,       129.18,                  5140802.23,39807
,TOP100CASE,EQ,        10.98,                  9142204.09,833875
,TOP10ADD,EQ,        98.43,                 11597857.96,117759
,TOP15IETF,EQ,        10.87,                   669207.20,61663
,TOP20,EQ,         9.58,                   127914.27,13373
,TORNTPOWER,EQ,      1346.50,                224901839.80,167219
,TOTAL,EQ,        71.40,                   246885.96,3495
,TOUCHWOOD,EQ,       101.25,                   412198.21,4087
,TPHQ,EQ,         0.63,                  1031893.92,1616719
,TPLPLASTEH,EQ,        66.83,                  4853603.11,72876
,TRACXN,EQ,        38.77,                  3418740.64,89558
,TRANSRAILL,EQ,       485.25,                329196238.80,670898
,TRANSTEEL,SM,       143.75,                  3161350.00,22000
,TRANSWIND,ST,        25.50,                   102000.00,4000
,TRANSWORLD,EQ,       164.78,                  6342066.40,37789
,TRAVELFOOD,EQ,      1151.60,                 45660457.50,39290
,TREEHOUSE,EQ,         8.63,                   615434.31,73729
,TREJHARA,BE,       218.90,                  1160233.73,5293
,TREL,EQ,        25.81,                  2588367.81,99405
,TRF,EQ,       286.20,                  2019073.55,7061
,TRIDENT,EQ,        25.38,                182024477.64,7139695
,TRIDHYA,SM,        13.95,                    81600.00,6000
,TRIGYN,EQ,        62.06,                  2274757.22,36472
,TRITURBINE,EQ,       513.30,                 98986426.95,192944
,TRIVENI,EQ,       342.95,                 53382772.00,154978
,TROM,SM,        72.00,                   345900.00,4800
,TRU,EQ,         7.69,                   704348.99,90920
,TRUALT,EQ,       370.15,                 48523704.40,130777
,TRUST,ST,        47.00,                  1238670.00,26400
,TSC,SM,        44.00,                  1011000.00,22000
,TSFINV,EQ,       426.10,                 70940065.10,169083
,TTKHLTCARE,EQ,       988.30,                  1582648.20,1600
,TTKPRESTIG,EQ,       594.55,                 11559779.70,19362
,TTL,EQ,         7.76,                   281503.58,35906
,TTML,EQ,        46.70,                132299785.31,2821353
,TUNWAL,SM,        31.65,                  5097000.00,162000
,TVSELECT,BE,       431.35,                  5118786.15,11868
,TVSHLTD,EQ,     14222.00,                 96513355.00,6776
,TVSINVIT,IV,       111.50,                  2787500.00,25000
,TVSSCS,EQ,       109.07,                358461690.86,3270720
,TVSSRICHAK,EQ,      4106.10,                  8956686.00,2184
,TVTODAY,EQ,       137.86,                 10476795.34,75812
,TVVISION,BE,         6.60,                   359011.57,54998
,TWCGOLDETF,EQ,       140.76,                  1258669.76,8947
,UBL,EQ,      1533.80,                110205553.20,72147
,UCAL,EQ,       107.51,                   549277.27,5067
,UCOBANK,EQ,        28.93,                139138840.23,4810156
,UDS,EQ,       169.52,                 21698652.30,126764
,UFBL,EQ,       197.72,                 17592167.42,86976
,UFLEX,EQ,       473.45,                  4590970.20,9618
,UFO,EQ,        79.86,                  4343918.50,54663
,UGARSUGAR,EQ,        40.14,                 10104816.83,251752
,UGROCAP,EQ,       159.97,                 16377550.18,101830
,UHTL,SM,        55.10,                   225000.00,4000
,UJJIVANSFB,EQ,        57.72,                688956877.88,12026780
,UMA,SM,        20.05,                    80200.00,4000
,UMAEXPORTS,EQ,        35.07,                   745966.44,21176
,UMESLTD,EQ,         4.95,                    72367.10,14828
,UMIYA-MRO,EQ,        83.10,                   541855.27,6512
,UNICHEMLAB,EQ,       412.60,                  7755483.70,18828
,UNIDT,EQ,       196.54,                   560000.79,2835
,UNIECOM,EQ,       114.96,                 21247431.23,184656
,UNIENTER,EQ,       142.32,                   309705.18,2168
,UNIHEALTH,ST,       287.50,                  3820450.00,13000
,UNIINFO,EQ,        15.50,                     8337.25,538
,UNILEX,SM,        35.00,                    56000.00,1600
,UNIMECH,EQ,       893.90,                309695783.10,337843
,UNIONBANK,EQ,       166.19,               2485679578.32,15008272
,UNIONGOLD,EQ,       138.55,                 15010488.35,108417
,UNIPARTS,EQ,       440.40,                 27064579.70,61656
,UNITECH,EQ,         5.16,                 39188614.60,7399916
,UNITEDPOLY,BE,        25.60,                   551333.17,21867
,UNITEDTEA,EQ,       476.85,                   660203.60,1387
,UNIVASTU,EQ,        62.20,                   704525.46,11267
,UNIVCABLES,EQ,       805.75,                 59940673.85,73578
,UNIVPHOTO,EQ,       201.60,                   236966.90,1165
,UNOMINDA,EQ,      1200.80,                536032598.90,447350
,UPL,EQ,       773.45,               1705734574.00,2207561
,URAVIDEF,EQ,       198.45,                   580150.34,2922
,URBAN,SM,       144.80,                   473440.00,3200
,URBANCO,EQ,       135.51,                312665542.23,2289032
,URJA,EQ,        10.71,                  8678699.90,810790
,USHAFIN,SM,        40.00,                   448160.00,11200
,USHAMART,EQ,       431.60,                118302835.60,272284
,USK,EQ,        22.18,                   635270.72,28488
,UTIAMC,EQ,      1079.60,                 48896579.80,45458
,UTKARSHBNK,EQ,        14.10,                 52598044.28,3722926
,UTLSOLAR,EQ,       217.33,                 76766477.34,352644
,UTSSAV,SM,       234.30,                  6486420.00,27600
,UTTAMSUGAR,EQ,       229.15,                  8742246.45,37937
,UYFINCORP,BE,        13.60,                   187110.51,13757
,V2RETAIL,EQ,      2131.60,                185612334.10,86444
,VADILALIND,EQ,      4595.30,                 22462987.30,4901
,VAIBHAVGBL,EQ,       221.69,                 23294622.42,104712
,VAISHALI,EQ,         8.42,                   757518.33,89172
,VAKRANGEE,EQ,         7.41,                 10274803.30,1382592
,VAL30IETF,EQ,        14.98,                  2398674.17,160590
,VALIANTLAB,EQ,        63.83,                  1139430.88,17485
,VALIANTORG,EQ,       255.45,                  3901516.45,15186
,VARDHACRLC,EQ,        37.41,                   503763.79,13477
,VARDMNPOLY,EQ,         5.34,                   857378.10,159835
,VARROC,EQ,       563.40,                 97774505.80,171833
,VASCONEQ,EQ,        44.66,                 56342517.50,1257623
,VASWANI,EQ,        54.89,                  5420675.67,97760
,VCL,BE,         2.33,                  1130700.59,482267
,VDEAL,SM,       187.05,                   223830.00,1200
,VEEDOL,EQ,      1555.20,                  7516473.20,4812
,VENKEYS,EQ,      1577.10,                 66096797.60,41588
,VENTIVE,EQ,       760.50,                 54630323.40,72175
,VENUSPIPES,EQ,      1124.80,                 47153901.80,41976
,VENUSREM,BE,       743.55,                 16249306.15,22061
,VERANDA,EQ,       215.14,                 66816276.59,308981
,VERITAAS,SM,        56.75,                   266640.00,4800
,VERTIS,IV,       107.00,                 32255000.00,300000
,VERTOZ,EQ,        68.72,                 14786085.40,214400
,VESUVIUS,EQ,       444.65,                 19598379.05,43734
,VETO,EQ,       104.67,                  1826002.83,17314
,VGINFOTECH,SM,       138.25,                  6626400.00,48000
,VGL,EQ,       134.38,                  2811915.15,20648
,VGUARD,EQ,       313.05,                 35873181.55,114707
,VHL,EQ,      3443.30,                   984369.90,283
,VHLTD,BE,       139.56,                   877669.90,6330
,VIAZ,SM,        63.00,                   126000.00,2000
,VIDHIING,EQ,       339.65,                  3392690.60,10098
,VIDYAWIRES,EQ,        47.88,                 48776112.35,1015952
,VIESL,ST,       227.20,                  1492560.00,6400
,VIGOR,SM,        74.00,                   455840.00,6400
,VIJAYA,EQ,       999.10,                 89219515.70,90023
,VIJAYPD,SM,        41.65,                   498400.00,12000
,VIJIFIN,EQ,         3.04,                    50166.08,16502
,VIKASECO,EQ,         1.59,                  2253008.33,1407272
,VIKASLIFE,EQ,         1.78,                  4567529.44,2568073
,VIKRAMSOLR,EQ,       229.34,                114522612.67,499637
,VIKRAN,EQ,        95.36,                150354735.26,1566280
,VILAS,SM,       384.80,                  6656837.50,17500
,VILINBIO,SM,        29.05,                   698800.00,24000
,VIMTALABS,EQ,       549.50,                 83908030.40,150498
,VINATIORGA,EQ,      1579.10,                 25229856.20,15918
,VINCOFE,EQ,       159.35,                239858392.89,1499698
,VINDHYATEL,EQ,      1311.60,                  9482668.10,7189
,VINEET-RE,BE,         0.96,                    33832.00,34022
,VINEETLAB,EQ,        33.59,                  1434298.91,42327
,VINNY,EQ,         1.20,                   756338.54,631724
,VINSYS,SM,       340.25,                  2855725.00,8250
,VINYAS,SM,      1150.00,                  4364855.00,3800
,VINYLINDIA,EQ,       227.83,                  1015882.62,4446
,VIPCLOTHNG,EQ,        30.06,                  2602278.42,85984
,VIPIND,EQ,       374.85,                 68011907.15,181806
,VIPULLTD,BE,        11.90,                  7939907.29,667889
,VIRINCHI,EQ,        21.93,                  2266160.21,102440
,VISAKAIND,EQ,        65.33,                  3948435.88,60272
,VISASTEEL,BE,        42.56,                   405570.68,9326
,VISHNU,EQ,       516.55,                 30404760.50,58892
,VISHWARAJ,EQ,         6.85,                  1869794.01,278733
,VISHWAS,SM,        43.80,                   199680.00,4800
,VITAL,SM,        54.40,                   130560.00,2400
,VIVIANA,SM,       686.75,                  4850890.00,7000
,VIVIDHA,EQ,         0.57,                   150601.31,260873
,VIVIMEDLAB,EQ,         9.50,                 18370497.67,1915484
,VIVO,SM,        74.15,                   237280.00,3200
,VLEGOV,EQ,        17.46,                  2781532.76,156932
,VLSFINANCE,EQ,       283.45,                  5305578.65,18608
,VMARCIND,SM,       659.35,                  9335550.00,14250
,VMART,EQ,       617.75,                145707747.10,235640
,VMM,EQ,       128.17,                881074172.11,6893491
,VMSTMT,EQ,        48.22,                  4099432.68,84659
,VOLERCAR,ST,       209.00,                 23077680.00,110400
,VOLTAMP,EQ,      7160.50,                171260277.00,24107
,VOLTAS,EQ,      1460.70,                588708961.90,403722
,VPRPL,EQ,        49.17,                 94523690.67,1916259
,VR,SM,       145.00,                    58000.00,400
,VRAJ,EQ,       133.09,                  2192681.39,16569
,VRLLOG,EQ,       249.50,                 19482733.75,78072
,VSCL,SM,        21.35,                    64050.00,3000
,VSSL,EQ,       269.00,                 10047187.75,37027
,VSTIND,EQ,       242.55,                 21732459.30,89448
,VSTL,EQ,       130.97,                  1238151.02,9345
,VSTTILLERS,EQ,      5609.00,                 31460344.00,5592
,VTL,EQ,       415.55,                 40333585.20,96967
,WAAREEENER,EQ,      2600.00,               2851443389.60,1105657
,WAAREEINDO,BE,       472.85,                 34621024.05,73549
,WAAREERTL,EQ,      1006.35,               1996354856.30,2030572
,WABAG,EQ,      1186.30,                853435052.10,717137
,WAKEFIT,EQ,       176.21,                147453004.47,838409
,WALCHANNAG,EQ,       163.58,                 74195563.79,447183
,WANBURY,EQ,       212.58,                  6358088.20,30007
,WCIL,EQ,       113.39,                 12159886.05,105952
,WEALTH,EQ,       869.80,                  3578133.40,4030
,WEBELSOLAR,EQ,        85.47,                189510186.77,2219319
,WEIZMANIND,EQ,        92.55,                   255145.12,2747
,WEL,EQ,       145.67,                  3442346.63,23568
,WELCORP,EQ,       740.70,                274844501.60,370820
,WELENT,EQ,       453.15,                 25761773.55,56398
,WELINV,EQ,      1285.10,                   215133.50,167
,WELSPUNLIV,EQ,       121.37,                169559445.26,1380181
,WENDT,EQ,      7330.50,                 36055839.50,4918
,WESTLIFE,EQ,       510.75,                 71711420.30,141495
,WEWIN,BE,        42.41,                   174308.77,4065
,WEWORK,EQ,       598.65,                 16878162.05,28136
,WHEELS,EQ,       812.20,                 14787029.05,18277
,WHIRLPOOL,EQ,       809.65,                430647758.00,527384
,WHITEFORCE,SM,        63.95,                   603120.00,9600
,WILLAMAGOR,EQ,        27.59,                   193361.27,7040
,WINDLAS,EQ,       775.10,                 15339947.40,19969
,WINDMACHIN,EQ,       245.95,                  4257322.85,17195
,WINSOL,SM,       138.10,                  2688640.00,19200
,WINSOME,BZ,         1.81,                      238.57,130
,WIPL,EQ,       148.00,                    24227.04,166
,WOCKPHARMA,EQ,      1387.60,                374651179.10,269809
,WOL3D,ST,       137.20,                  2342550.00,17000
